;journey_id;trip_id;journey_start_datetime;journey_start_date;journey_start_time;journey_start_lon;journey_start_lat;journey_start_insee;journey_start_department;journey_start_town;journey_start_towngroup;journey_start_country;journey_end_datetime;journey_end_date;journey_end_time;journey_end_lon;journey_end_lat;journey_end_insee;journey_end_department;journey_end_town;journey_end_towngroup;journey_end_country;passenger_seats;operator_class;journey_distance;journey_duration;has_incentive
587699;29478108;bb5436fb-bbcf-4720-80c8-98d9050bac2b;2024-06-18 17:40:00+02:00;18/06/2024;17:40:00;0.622;47.405;37109;37;Fondettes;Tours Métropole Val de Loire;France;2024-06-18 18:00:00+02:00;18/06/2024;18:00:00;0.714;47.394;37233;37;Saint-Pierre-des-Corps;Tours Métropole Val de Loire;France;1;C;9428;15;NON
570143;29453331;11ea4995-e1c0-4b02-adb4-cb8c6c589580;2024-06-18 08:30:00+02:00;18/06/2024;08:30:00;2.449;48.784;94028;94;Créteil;Métropole du Grand Paris;France;2024-06-18 09:00:00+02:00;18/06/2024;09:00:00;2.147;48.712;91538;91;Saint-Aubin;CA Communauté Paris-Saclay;France;1;C;30824;33;NON
596969;29484802;8e9b3c83-d271-4223-b943-38729cd1b433;2024-06-18 22:30:00+02:00;18/06/2024;22:30:00;1.256;45.829;87085;87;Limoges;CU Limoges Métropole;France;2024-06-18 22:40:00+02:00;18/06/2024;22:40:00;1.217;45.802;87075;87;Isle;CU Limoges Métropole;France;1;C;5669;11;NON
580579;29520019;1ad22e12-b20e-4271-922b-7318b3ecf0e7;2024-06-18 16:30:00+02:00;18/06/2024;16:30:00;4.771;45.798;69081;69;Écully;Métropole de Lyon;France;2024-06-18 16:50:00+02:00;18/06/2024;16:50:00;4.803;45.774;69389;69;Lyon;Métropole de Lyon;France;1;C;7076;15;NON
554548;29624052;da71f379-cc36-42ab-b0a7-701b52571b88;2024-06-18 04:40:00+02:00;18/06/2024;04:40:00;5.341;45.957;01004;01;Ambérieu-en-Bugey;CC de la Plaine de l'Ain;France;2024-06-18 04:50:00+02:00;18/06/2024;04:50:00;5.283;45.848;01390;01;Saint-Vulbas;CC de la Plaine de l'Ain;France;1;C;15437;19;NON
574767;29513187;383f4876-ecae-477f-b133-029ffdc927b2;2024-06-18 12:40:00+02:00;18/06/2024;12:40:00;-1.429;46.73;85178;85;Le Poiré-sur-Vie;CC de Vie et Boulogne;France;2024-06-18 12:50:00+02:00;18/06/2024;12:50:00;-1.411;46.667;85191;85;La Roche-sur-Yon;CA La Roche-sur-Yon Agglomération;France;1;C;10146;12;NON
555031;29491163;251763ec-9690-41cc-94c4-8bd17c1c4496;2024-06-18 05:10:00+02:00;18/06/2024;05:10:00;-0.761;47.346;49063;49;Chalonnes-sur-Loire;CC Loire Layon Aubance;France;2024-06-18 05:20:00+02:00;18/06/2024;05:20:00;-0.727;47.276;49092;49;Chemillé-en-Anjou;CA Mauges Communauté;France;1;C;8918;9;NON
571022;29446939;1d6e9693-a29a-4259-8f56-f8f524b3f985;2024-06-18 08:40:00+02:00;18/06/2024;08:40:00;3.384;50.101;59349;59;Ligny-en-Cambrésis;CA du Caudrésis et du Catésis;France;2024-06-18 08:50:00+02:00;18/06/2024;08:50:00;3.428;50.134;59139;59;Caudry;CA du Caudrésis et du Catésis;France;1;C;5935;13;NON
586377;29477194;1ff962d8-4264-4d6d-9172-c9dc7998f188;2024-06-18 17:30:00+02:00;18/06/2024;17:30:00;2.652;48.603;77384;77;Réau;CA Grand Paris Sud Seine Essonne Sénart;France;2024-06-18 18:10:00+02:00;18/06/2024;18:10:00;2.473;48.8;94068;94;Saint-Maur-des-Fossés;Métropole du Grand Paris;France;1;C;30017;35;NON
555589;29440100;9b018a77-e33d-4406-9cb8-da639cb03573;2024-06-18 05:40:00+02:00;18/06/2024;05:40:00;-1.405;48.106;35068;35;Châteaubourg;CA Vitré Communauté;France;2024-06-18 06:10:00+02:00;18/06/2024;06:10:00;-1.661;48.102;35238;35;Rennes;Rennes Métropole;France;1;C;20631;21;NON
565104;29449006;70c3b53c-e6b3-4845-82cb-6cc93d192ffe;2024-06-18 07:50:00+02:00;18/06/2024;07:50:00;6.817;43.527;83001;83;Les Adrets-de-l'Estérel;CA Estérel Côte d'Azur Agglomération;France;2024-06-18 08:10:00+02:00;18/06/2024;08:10:00;6.962;43.544;06029;06;Cannes;CA Cannes Pays de Lérins;France;1;C;19740;20;NON
571638;29454202;e532ef93-d749-4304-891b-9e4f77a5a516;2024-06-18 08:50:00+02:00;18/06/2024;08:50:00;2.309;48.97;95210;95;Enghien-les-Bains;CA Plaine Vallée;France;2024-06-18 09:00:00+02:00;18/06/2024;09:00:00;2.205;48.989;95252;95;Franconville;CA Val Parisis;France;1;C;10510;12;NON
566945;29450334;e87e128f-9d90-44d6-bde9-181b8754d7cb;2024-06-18 08:00:00+02:00;18/06/2024;08:00:00;2.381;48.612;91086;91;Bondoufle;CA Grand Paris Sud Seine Essonne Sénart;France;2024-06-18 08:10:00+02:00;18/06/2024;08:10:00;2.431;48.63;91228;91;Évry-Courcouronnes;CA Grand Paris Sud Seine Essonne Sénart;France;1;C;5906;7;NON
574058;29510450;72c52f34-808e-4dbe-9413-77880c26f6c3;2024-06-18 12:10:00+02:00;18/06/2024;12:10:00;-2.425;47.33;44069;44;Guérande;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);France;2024-06-18 12:30:00+02:00;18/06/2024;12:30:00;-2.17;47.313;44103;44;Montoir-de-Bretagne;CA de la Région Nazairienne et de l'Estuaire (CARENE);France;1;C;23895;23;NON
592452;29470963;23063a6a-d88c-40a9-8624-83886b599600;2024-06-18 18:50:00+02:00;18/06/2024;18:50:00;2.89;48.444;77480;77;Valence-en-Brie;CC Brie des Rivières et Châteaux;France;2024-06-18 19:10:00+02:00;18/06/2024;19:10:00;2.709;48.582;77410;77;Saint-Germain-Laxis;CA Melun Val de Seine;France;1;C;32986;22;NON
570626;29453820;09879731-4bdf-49a3-bf7b-4a58f674bf3f;2024-06-18 08:30:00+02:00;18/06/2024;08:30:00;2.275;48.77;92019;92;Châtenay-Malabry;Métropole du Grand Paris;France;2024-06-18 09:00:00+02:00;18/06/2024;09:00:00;1.974;48.79;78208;78;Élancourt;CA de Saint-Quentin-en-Yvelines;France;1;C;25683;23;NON
590838;29524723;ee950d54-5b37-44d7-a0b0-b20bb9eb9850;2024-06-18 18:10:00+02:00;18/06/2024;18:10:00;2.199;48.687;91692;91;Les Ulis;CA Communauté Paris-Saclay;France;2024-06-18 18:20:00+02:00;18/06/2024;18:20:00;2.263;48.626;91339;91;Linas;CA Communauté Paris-Saclay;France;1;C;13211;16;NON
586948;29477776;32eb955a-3cea-4c1e-9803-415269f56b7c;2024-06-18 17:30:00+02:00;18/06/2024;17:30:00;1.539;43.526;31169;31;Escalquens;CA du Sicoval;France;2024-06-18 18:00:00+02:00;18/06/2024;18:00:00;1.717;43.401;31582;31;Villefranche-de-Lauragais;CC des Terres du Lauragais;France;1;C;24464;25;NON
573945;29459026;d804ebe9-aad9-4173-8e67-e2d8043a4b32;2024-06-18 12:10:00+02:00;18/06/2024;12:10:00;-1.198;47.015;85039;85;La Bruffière;CA Terres de Montaigu;France;2024-06-18 12:40:00+02:00;18/06/2024;12:40:00;-1.041;46.869;85109;85;Les Herbiers;CC du Pays des Herbiers;France;1;C;24785;32;NON
561323;29493953;7fe9d9bb-1974-475f-8508-5e74f28a13a7;2024-06-18 07:20:00+02:00;18/06/2024;07:20:00;-1.322;46.716;85089;85;La Ferrière;CA La Roche-sur-Yon Agglomération;France;2024-06-18 07:30:00+02:00;18/06/2024;07:30:00;-1.438;46.69;85191;85;La Roche-sur-Yon;CA La Roche-sur-Yon Agglomération;France;1;C;12607;14;NON
568545;29497063;6a0e9b20-3c16-400c-af33-c31dc239462a;2024-06-18 08:10:00+02:00;18/06/2024;08:10:00;5.405;43.283;13210;13;Marseille;Métropole d'Aix-Marseille-Provence;France;2024-06-18 08:20:00+02:00;18/06/2024;08:20:00;5.409;43.257;13209;13;Marseille;Métropole d'Aix-Marseille-Provence;France;1;C;5532;15;NON
590726;29479930;1c44bc09-1385-4138-9cbb-784570125fae;2024-06-18 18:10:00+02:00;18/06/2024;18:10:00;7.41;43.73;99138;;;;MONACO;2024-06-18 19:00:00+02:00;18/06/2024;19:00:00;7.76;43.81;99127;;;;ITALIE;1;C;39985;43;NON
589696;29479254;abdf4d75-ea8b-4f17-b2ce-f46dcb9e2587;2024-06-18 18:00:00+02:00;18/06/2024;18:00:00;4.775;45.812;69116;69;Limonest;Métropole de Lyon;France;2024-06-18 18:20:00+02:00;18/06/2024;18:20:00;4.792;45.773;69081;69;Écully;Métropole de Lyon;France;1;C;6949;10;NON
595023;29485562;b12b57f2-d0fe-455d-a4f8-0e2f00d18887;2024-06-18 20:30:00+02:00;18/06/2024;20:30:00;5.972;46.057;74260;74;Savigny;CC du Genevois;France;2024-06-18 21:10:00+02:00;18/06/2024;21:10:00;6.1;46.23;99140;;;;SUISSE;1;C;32499;42;NON
580740;29472016;d516c355-182e-4bc2-8df6-a2892388dcc9;2024-06-18 16:40:00+02:00;18/06/2024;16:40:00;2.401;48.845;75112;75;Paris;Métropole du Grand Paris;France;2024-06-18 17:20:00+02:00;18/06/2024;17:20:00;2.035;48.791;78423;78;Montigny-le-Bretonneux;CA de Saint-Quentin-en-Yvelines;France;1;C;33749;42;NON
583116;29473699;7574af70-7c00-42f6-8839-1091d3f5bbb1;2024-06-18 17:00:00+02:00;18/06/2024;17:00:00;2.856;50.512;62132;62;Billy-Berclau;CA de Béthune-Bruay, Artois-Lys Romane;France;2024-06-18 17:30:00+02:00;18/06/2024;17:30:00;3.051;50.618;59350;59;Lille;Métropole Européenne de Lille;France;1;C;26875;26;NON
583269;29473857;873ca2ce-824a-4405-95f1-34f8d2a61d86;2024-06-18 17:00:00+02:00;18/06/2024;17:00:00;2.147;43.925;81004;81;Albi;CA de l'Albigeois (C2A);France;2024-06-18 17:20:00+02:00;18/06/2024;17:20:00;2.331;43.896;81317;81;Villefranche-d'Albigeois;CC des Monts d'Alban et du Villefranchois;France;1;C;16976;20;NON
558604;29443352;9da69c6f-e2fb-4f5f-aca6-dba3a4f71837;2024-06-18 07:00:00+02:00;18/06/2024;07:00:00;-1.03;46.202;17407;17;Sainte-Soulle;CA de La Rochelle;France;2024-06-18 07:50:00+02:00;18/06/2024;07:50:00;-0.484;46.307;79034;79;Bessines;CA du Niortais;France;1;C;49823;40;NON
595382;29485699;a7a24f3a-0c20-4e06-8169-f55bcf0c68dd;2024-06-18 20:50:00+02:00;18/06/2024;20:50:00;2.864;50.431;62628;62;Noyelles-sous-Lens;CA de Lens - Liévin;France;2024-06-18 21:00:00+02:00;18/06/2024;21:00:00;3.004;50.432;62624;62;Noyelles-Godault;CA d'Hénin-Carvin;France;1;C;12000;12;NON
587851;29478261;7d447c57-4a2b-4f8f-9cd0-9fa91d49246a;2024-06-18 17:40:00+02:00;18/06/2024;17:40:00;2.86;48.957;77335;77;Chauconin-Neufmontiers;CA du Pays de Meaux;France;2024-06-18 18:10:00+02:00;18/06/2024;18:10:00;3.137;48.949;77183;77;La Ferté-sous-Jouarre;CA Coulommiers Pays de Brie;France;1;C;22879;28;NON
569918;29497659;e3a9c442-72f3-44f6-8205-b42e950d4c57;2024-06-18 08:20:00+02:00;18/06/2024;08:20:00;-0.356;47.587;49333;49;Seiches-sur-le-Loir;CC Anjou Loir et Sarthe;France;2024-06-18 08:50:00+02:00;18/06/2024;08:50:00;-0.554;47.465;49007;49;Angers;CU Angers Loire Métropole;France;1;C;22814;26;NON
559351;29443826;2949765c-20c4-4ea9-aec8-ae70b1584129;2024-06-18 07:10:00+02:00;18/06/2024;07:10:00;3.075;44.101;12145;12;Millau;CC de Millau Grands Causses;France;2024-06-18 07:30:00+02:00;18/06/2024;07:30:00;3.158;44.008;12063;12;La Cavalerie;CC Larzac et Vallées;France;1;C;19901;22;NON
566622;29449997;0f05baa1-b2cd-4ec1-8127-38fb3f95e2ca;2024-06-18 08:00:00+02:00;18/06/2024;08:00:00;-4.103;48.509;29010;29;Bodilis;CC du Pays de Landivisiau;France;2024-06-18 08:30:00+02:00;18/06/2024;08:30:00;-4.415;48.442;29075;29;Guipavas;Brest Métropole;France;1;C;25811;20;NON
595233;29485657;7333f42b-9e68-4a36-8c38-7eefc530d8b9;2024-06-18 20:40:00+02:00;18/06/2024;20:40:00;1.041;49.528;76402;76;Malaunay;Métropole Rouen Normandie;France;2024-06-18 21:00:00+02:00;18/06/2024;21:00:00;1.026;49.484;76410;76;Maromme;Métropole Rouen Normandie;France;1;C;9109;13;NON
589821;29479382;c9fececf-6cd2-47e4-ad79-38d06c56123b;2024-06-18 18:00:00+02:00;18/06/2024;18:00:00;6.159;43.235;83091;83;Pierrefeu-du-Var;CC Méditerranée Porte des Maures;France;2024-06-18 18:40:00+02:00;18/06/2024;18:40:00;6.381;43.377;83031;83;Le Cannet-des-Maures;CC Cœur du Var;France;1;C;41992;36;NON
557605;29442550;764ad176-9939-4870-bfce-ff053e1e7e92;2024-06-18 06:50:00+02:00;18/06/2024;06:50:00;2.254;50.746;62765;62;Saint-Omer;CA du Pays de Saint-Omer;France;2024-06-18 08:00:00+02:00;18/06/2024;08:00:00;2.014;50.379;62550;62;Marconnelle;CC des 7 Vallées;France;1;C;51851;65;NON
590774;29487977;b7bb36a2-0828-46f6-bacc-a627c7a15e07;2024-06-18 18:10:00+02:00;18/06/2024;18:10:00;1.12;49.463;76108;76;Bois-Guillaume;Métropole Rouen Normandie;France;2024-06-18 18:30:00+02:00;18/06/2024;18:30:00;1.332;49.602;76445;76;Montérolier;CC Communauté Bray-Eawy;France;1;C;25391;23;NON
586496;29477316;fad24d21-e384-40ae-a981-b8318b3000f2;2024-06-18 17:30:00+02:00;18/06/2024;17:30:00;-1.099;49.113;50502;50;Saint-Lô;CA Saint-Lô Agglo;France;2024-06-18 18:10:00+02:00;18/06/2024;18:10:00;-0.9;48.84;14762;14;Vire Normandie;CC Intercom de la Vire au Noireau;France;1;C;39048;40;NON
573817;29458982;2d629931-65b4-44e9-8a88-69ed15d4b786;2024-06-18 12:00:00+02:00;18/06/2024;12:00:00;-1.829;49.661;50041;50;La Hague;CA du Cotentin;France;2024-06-18 12:10:00+02:00;18/06/2024;12:10:00;-1.801;49.672;50041;50;La Hague;CA du Cotentin;France;1;C;4047;7;NON
567142;29452495;0f3a62c0-a9c5-48c0-ae24-715b57e9c2a1;2024-06-18 08:00:00+02:00;18/06/2024;08:00:00;-2.24;47.278;44184;44;Saint-Nazaire;CA de la Région Nazairienne et de l'Estuaire (CARENE);France;2024-06-18 08:20:00+02:00;18/06/2024;08:20:00;-2.425;47.326;44069;44;Guérande;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);France;1;C;16181;16;NON
594244;29528703;6bb45d59-cf9b-4b27-ad76-42b608d1f006;2024-06-18 19:50:00+02:00;18/06/2024;19:50:00;6.804;47.496;25388;25;Montbéliard;CA Pays de Montbéliard Agglomération;France;2024-06-18 20:00:00+02:00;18/06/2024;20:00:00;6.856;47.633;90010;90;Belfort;CA Grand Belfort;France;1;C;19429;14;NON
559177;29496177;10441b13-d8fd-4049-b1db-ab48aa0faff8;2024-06-18 07:00:00+02:00;18/06/2024;07:00:00;5.163;45.625;38553;38;Villefontaine;CA Porte de l'Isère (CAPI);France;2024-06-18 07:20:00+02:00;18/06/2024;07:20:00;4.887;45.73;69029;69;Bron;Métropole de Lyon;France;1;C;26403;22;NON
570526;29453720;a53aad2e-768e-42ea-8a4c-ad91c18b3f93;2024-06-18 08:30:00+02:00;18/06/2024;08:30:00;-1.497;47.955;35136;35;Janzé;CC Roche aux Fées Communauté;France;2024-06-18 09:00:00+02:00;18/06/2024;09:00:00;-1.651;48.084;35238;35;Rennes;Rennes Métropole;France;1;C;21740;21;NON
582588;29473154;7bc62562-33af-4b6a-ac66-86d8084399a5;2024-06-18 17:00:00+02:00;18/06/2024;17:00:00;-0.965;46.921;85302;85;Chanverrie;CC du Pays de Mortagne;France;2024-06-18 17:50:00+02:00;18/06/2024;17:50:00;-1.413;46.666;85191;85;La Roche-sur-Yon;CA La Roche-sur-Yon Agglomération;France;1;C;55613;42;NON
634884;29590516;d2f3874f-8b5a-4449-ac4f-4b2db4a554d7;2024-06-19 20:40:00+02:00;19/06/2024;20:40:00;2.51;48.809;94068;94;Saint-Maur-des-Fossés;Métropole du Grand Paris;France;2024-06-19 21:00:00+02:00;19/06/2024;21:00:00;2.64;48.833;77258;77;Lognes;CA Paris - Vallée de la Marne;France;1;C;17172;22;NON
619064;29561921;de5e3441-4682-44f8-bd09-a5fe6f87e95c;2024-06-19 14:40:00+02:00;19/06/2024;14:40:00;3.172;48.679;77020;77;Bannost-Villegagnon;CC du Provinois;France;2024-06-19 16:10:00+02:00;19/06/2024;16:10:00;2.276;48.865;75116;75;Paris;Métropole du Grand Paris;France;1;A;86987;86;NON
624751;29525381;68e36b17-2a76-437d-8e48-b1677a5b85cd;2024-06-19 17:10:00+02:00;19/06/2024;17:10:00;7.78;48.806;67180;67;Haguenau;CA de Haguenau;France;2024-06-19 17:10:00+02:00;19/06/2024;17:10:00;7.781;48.798;67180;67;Haguenau;CA de Haguenau;France;1;C;1294;4;NON
614664;29510264;1038c129-f351-4115-8fc6-9b83bd95ef41;2024-06-19 10:50:00+02:00;19/06/2024;10:50:00;4.085;44.145;30007;30;Alès;CA Alès Agglomération;France;2024-06-19 10:50:00+02:00;19/06/2024;10:50:00;4.086;44.152;30284;30;Saint-Martin-de-Valgalgues;CA Alès Agglomération;France;1;C;1328;3;NON
615876;29519197;f26b5a27-5684-4114-ae19-bb6de5005bc1;2024-06-19 12:20:00+02:00;19/06/2024;12:20:00;1.015;49.286;76231;76;Elbeuf;Métropole Rouen Normandie;France;2024-06-19 12:30:00+02:00;19/06/2024;12:30:00;0.951;49.294;27582;27;Saint-Ouen-du-Tilleul;CC Roumois Seine;France;1;C;5488;8;NON
615803;29519114;78968893-7753-411d-a6f8-04d8c62bfccc;2024-06-19 12:20:00+02:00;19/06/2024;12:20:00;6.408;46.082;74042;74;Bonneville;CC Faucigny-Glières;France;2024-06-19 13:00:00+02:00;19/06/2024;13:00:00;6.166;45.96;74282;74;Fillière;CA du Grand Annecy;France;1;C;29626;36;NON
635846;29540996;8f450818-15c7-4d6c-8a8d-274784cfeb8e;2024-06-19 21:30:00+02:00;19/06/2024;21:30:00;2.328;48.823;75114;75;Paris;Métropole du Grand Paris;France;2024-06-19 22:00:00+02:00;19/06/2024;22:00:00;2.432;48.567;91386;91;Mennecy;CC du Val d'Essonne (CCVE);France;1;C;37278;32;NON
628883;29536294;78ec517d-7388-43cd-911c-8d532c1d39cb;2024-06-19 17:50:00+02:00;19/06/2024;17:50:00;-1.022;46.25;17008;17;Andilly;CC Aunis Atlantique;France;2024-06-19 18:10:00+02:00;19/06/2024;18:10:00;-1.11;46.157;17274;17;Périgny;CA de La Rochelle;France;1;C;15627;18;NON
625386;29579313;0eb3c7fd-7767-448f-b64e-e4bf2eed887a;2024-06-19 17:10:00+02:00;19/06/2024;17:10:00;4.407;46.706;71040;71;Blanzy;CU Le Creusot Montceau-les-Mines;France;2024-06-19 17:20:00+02:00;19/06/2024;17:20:00;4.38;46.671;71306;71;Montceau-les-Mines;CU Le Creusot Montceau-les-Mines;France;1;C;6776;9;NON
602370;29503147;905d5381-3a2c-45fc-82dd-2de549f5f6ac;2024-06-19 07:00:00+02:00;19/06/2024;07:00:00;1.172;43.509;31499;31;Saint-Lys;CA Le Muretain Agglo;France;2024-06-19 07:30:00+02:00;19/06/2024;07:30:00;1.383;43.599;31555;31;Toulouse;Toulouse Métropole;France;1;C;28073;30;NON
628407;29581410;02f27c41-f5fc-4a68-a5f8-261d70dd69e5;2024-06-19 17:40:00+02:00;19/06/2024;17:40:00;2.037;49.045;95127;95;Cergy;CA de Cergy-Pontoise;France;2024-06-19 18:10:00+02:00;19/06/2024;18:10:00;2.049;48.933;78498;78;Poissy;CU Grand Paris Seine et Oise;France;1;C;21442;23;NON
619654;29527488;3af526d5-bca9-42f9-b0a9-8a5e1a1ba24c;2024-06-19 15:20:00+02:00;19/06/2024;15:20:00;7.303;43.965;06074;06;Lantosque;Métropole Nice Côte d'Azur;France;2024-06-19 16:20:00+02:00;19/06/2024;16:20:00;7.276;43.738;06088;06;Nice;Métropole Nice Côte d'Azur;France;1;C;43691;56;NON
604870;29505883;d1f46388-a2f3-41e4-88cc-9d4e03aef562;2024-06-19 07:30:00+02:00;19/06/2024;07:30:00;0.532;49.516;76384;76;Lillebonne;CA Caux Seine Agglo;France;2024-06-19 08:00:00+02:00;19/06/2024;08:00:00;0.137;49.493;76351;76;Le Havre;CU Le Havre Seine Métropole;France;1;C;33578;32;NON
633071;29584819;ee46fc87-5c3b-475c-a143-103ef8afab97;2024-06-19 19:20:00+02:00;19/06/2024;19:20:00;2.427;48.614;91228;91;Évry-Courcouronnes;CA Grand Paris Sud Seine Essonne Sénart;France;2024-06-19 19:50:00+02:00;19/06/2024;19:50:00;2.192;48.703;91471;91;Orsay;CA Communauté Paris-Saclay;France;1;C;27557;28;NON
624747;29525357;2c10c874-74dd-4e3a-88df-bfaef6b24123;2024-06-19 17:10:00+02:00;19/06/2024;17:10:00;3.413;49.947;02334;02;Fresnoy-le-Grand;CC du Pays du Vermandois;France;2024-06-19 17:10:00+02:00;19/06/2024;17:10:00;3.454;49.986;02095;02;Bohain-en-Vermandois;CC du Pays du Vermandois;France;1;C;5965;8;NON
603863;29505227;59980528-ab4c-4f3a-807e-ec6c0fb94dd6;2024-06-19 07:20:00+02:00;19/06/2024;07:20:00;1.827;48.638;78517;78;Rambouillet;CA Rambouillet Territoires;France;2024-06-19 07:50:00+02:00;19/06/2024;07:50:00;1.545;48.454;28278;28;Nogent-le-Phaye;CA Chartres Métropole;France;1;C;38983;32;NON
600674;29501827;f5372353-8f3a-417d-a87d-7266f198be5a;2024-06-19 06:20:00+02:00;19/06/2024;06:20:00;5.415;43.53;13001;13;Aix-en-Provence;Métropole d'Aix-Marseille-Provence;France;2024-06-19 06:40:00+02:00;19/06/2024;06:40:00;5.317;43.455;13001;13;Aix-en-Provence;Métropole d'Aix-Marseille-Provence;France;1;C;15109;15;NON
609130;29508740;fe3a1a01-eb4a-4769-a2bc-c76cde3c2956;2024-06-19 08:00:00+02:00;19/06/2024;08:00:00;2.608;50.522;62349;62;Fouquereuil;CA de Béthune-Bruay, Artois-Lys Romane;France;2024-06-19 08:30:00+02:00;19/06/2024;08:30:00;2.783;50.416;62510;62;Liévin;CA de Lens - Liévin;France;1;C;23788;26;NON
615092;29561914;8180076d-a230-41df-a35c-fe5860cbec92;2024-06-19 11:30:00+02:00;19/06/2024;11:30:00;-0.568;47.662;49080;49;Les Hauts-d'Anjou;CC des Vallées du Haut-Anjou;France;2024-06-19 12:00:00+02:00;19/06/2024;12:00:00;-0.626;47.485;49020;49;Beaucouzé;CU Angers Loire Métropole;France;1;C;23677;30;NON
636700;29542238;ea4a7a22-15de-41bc-92ed-854658d8659b;2024-06-19 22:30:00+02:00;19/06/2024;22:30:00;2.545;48.619;77251;77;Lieusaint;CA Grand Paris Sud Seine Essonne Sénart;France;2024-06-19 22:40:00+02:00;19/06/2024;22:40:00;2.567;48.603;77445;77;Savigny-le-Temple;CA Grand Paris Sud Seine Essonne Sénart;France;1;C;3391;8;NON
624755;29538664;f70fd6cd-a6a8-4878-af7d-3cfd3f9b6b32;2024-06-19 17:10:00+02:00;19/06/2024;17:10:00;-0.554;47.48;49007;49;Angers;CU Angers Loire Métropole;France;2024-06-19 17:40:00+02:00;19/06/2024;17:40:00;-0.761;47.408;49283;49;Saint-Georges-sur-Loire;CC Loire Layon Aubance;France;1;C;19190;22;NON
601025;29502215;e7991317-e656-44cf-9d69-9a0e57778510;2024-06-19 06:30:00+02:00;19/06/2024;06:30:00;2.26;48.894;92026;92;Courbevoie;Métropole du Grand Paris;France;2024-06-19 06:50:00+02:00;19/06/2024;06:50:00;2.22;48.785;92048;92;Meudon;Métropole du Grand Paris;France;1;C;13762;19;NON
635920;29591667;6cc46712-52fa-4561-9e4a-3819c4a25eb6;2024-06-19 21:30:00+02:00;19/06/2024;21:30:00;-2.171;47.313;44103;44;Montoir-de-Bretagne;CA de la Région Nazairienne et de l'Estuaire (CARENE);France;2024-06-19 21:50:00+02:00;19/06/2024;21:50:00;-2.246;47.444;44030;44;La Chapelle-des-Marais;CA de la Région Nazairienne et de l'Estuaire (CARENE);France;1;C;17524;22;NON
626724;29534818;f9facc8c-42ce-4c19-8203-6217d8a73471;2024-06-19 17:30:00+02:00;19/06/2024;17:30:00;-0.878;46.229;17158;17;Ferrières;CC Aunis Atlantique;France;2024-06-19 18:00:00+02:00;19/06/2024;18:00:00;-0.871;46.37;85303;85;Vix;CC Vendée, Sèvre, Autise;France;1;C;19973;29;NON
613731;29512821;78c87c4c-050d-4b64-b015-add98ecd2aef;2024-06-19 09:10:00+02:00;19/06/2024;09:10:00;-0.356;47.476;49307;49;Loire-Authion;CU Angers Loire Métropole;France;2024-06-19 09:30:00+02:00;19/06/2024;09:30:00;-0.215;47.44;49021;49;Beaufort-en-Anjou;CC Baugeois Vallée;France;1;C;12481;14;NON
627013;29535113;43201444-10a4-4cf6-9814-025b9f09812c;2024-06-19 17:30:00+02:00;19/06/2024;17:30:00;4.063;49.235;51454;51;Reims;CU du Grand Reims;France;2024-06-19 18:10:00+02:00;19/06/2024;18:10:00;3.757;49.148;51414;51;Olizy;CU du Grand Reims;France;1;C;37943;34;NON
607627;29507757;2632cbc0-bffd-40a4-967a-83d7a3494687;2024-06-19 07:50:00+02:00;19/06/2024;07:50:00;5.921;45.717;73128;73;Grésy-sur-Aix;CA Grand Lac;France;2024-06-19 08:00:00+02:00;19/06/2024;08:00:00;5.883;45.592;73179;73;La Motte-Servolex;CA du Grand Chambéry;France;1;C;17569;14;NON
619692;29533967;ca3ad961-1de4-4b2d-a8d8-b9ebdd57d96a;2024-06-19 15:20:00+02:00;19/06/2024;15:20:00;-1.106;46.16;17274;17;Périgny;CA de La Rochelle;France;2024-06-19 16:00:00+02:00;19/06/2024;16:00:00;-0.72;46.251;79257;79;Saint-Hilaire-la-Palud;CA du Niortais;France;1;C;39218;39;NON
620807;29523567;f124ca91-7a49-4773-935b-1d63f9f0d537;2024-06-19 16:10:00+02:00;19/06/2024;16:10:00;3.215;50.662;59367;59;Lys-lez-Lannoy;Métropole Européenne de Lille;France;2024-06-19 16:30:00+02:00;19/06/2024;16:30:00;3.152;50.694;59599;59;Tourcoing;Métropole Européenne de Lille;France;1;C;7476;20;NON
610845;29554169;e04771be-0131-4731-8f20-4a8b52fd1d58;2024-06-19 08:10:00+02:00;19/06/2024;08:10:00;-0.449;44.699;33037;33;Beautiran;CC de Montesquieu;France;2024-06-19 08:30:00+02:00;19/06/2024;08:30:00;-0.352;44.649;33327;33;Podensac;CC Convergence Garonne;France;1;C;9907;15;NON
605989;29551625;cc11e4a8-2c13-4d7b-97e1-d9108fb66878;2024-06-19 07:30:00+02:00;19/06/2024;07:30:00;-0.364;43.304;64445;64;Pau;CA Pau Béarn Pyrénées;France;2024-06-19 07:50:00+02:00;19/06/2024;07:50:00;-0.288;43.237;64138;64;Bordes;CC Pays de Nay;France;1;C;11483;19;NON
608512;29552740;e9ef828f-9ac4-4164-a408-e33ae456e640;2024-06-19 07:50:00+02:00;19/06/2024;07:50:00;3.078;45.772;63113;63;Clermont-Ferrand;Clermont Auvergne Métropole;France;2024-06-19 08:10:00+02:00;19/06/2024;08:10:00;3.123;45.843;63063;63;Cébazat;Clermont Auvergne Métropole;France;1;C;11115;18;NON
