;journey_id;trip_id;journey_start_datetime;journey_start_date;journey_start_time;journey_start_lon;journey_start_lat;journey_start_insee;journey_start_department;journey_start_town;journey_start_towngroup;journey_start_country;journey_end_datetime;journey_end_date;journey_end_time;journey_end_lon;journey_end_lat;journey_end_insee;journey_end_department;journey_end_town;journey_end_towngroup;journey_end_country;passenger_seats;operator_class;journey_distance;journey_duration;has_incentive
546142;31301882;c20fcfc9-df8d-47c5-8b61-6755319eb323;2024-07-18 17:30:00+02:00;2024-07-18;17:30:00;-1.638;47.15;44020;44;Bouguenais;Nantes Métropole;France;2024-07-18 17:50:00+02:00;2024-07-18;17:50:00;-1.548;47.195;44143;44;Rezé;Nantes Métropole;France;1;C;9316;10;NON
521928;31265689;7b7e347a-bac7-47bb-badd-55f62a013dc5;2024-07-18 06:00:00+02:00;2024-07-18;06:00:00;1.953;48.769;78208;78;Élancourt;CA de Saint-Quentin-en-Yvelines;France;2024-07-18 06:20:00+02:00;2024-07-18;06:20:00;1.96;48.83;78490;78;Plaisir;CA de Saint-Quentin-en-Yvelines;France;1;C;9276;13;NON
525990;31270612;08c47121-3db7-4b4c-b779-f9a41fb72b4e;2024-07-18 07:30:00+02:00;2024-07-18;07:30:00;3.544;43.646;34114;34;Gignac;CC Vallée de l'Hérault;France;2024-07-18 07:50:00+02:00;2024-07-18;07:50:00;3.832;43.614;34172;34;Montpellier;Montpellier Méditerranée Métropole;France;1;C;26328;21;NON
523105;31313844;19ea5de5-bcb9-450c-b6cb-55fa3d1666b5;2024-07-18 06:40:00+02:00;2024-07-18;06:40:00;55.462;-21.335;97416;974;Saint-Pierre;CA CIVIS (Communauté Intercommunale des Villes Solidaires);France;2024-07-18 06:50:00+02:00;2024-07-18;06:50:00;55.484;-21.32;97416;974;Saint-Pierre;CA CIVIS (Communauté Intercommunale des Villes Solidaires);France;1;C;4240;5;NON
551303;31342403;10cb1d95-e5c0-4426-b0c0-ef71a5621e2e;2024-07-18 19:30:00+02:00;2024-07-18;19:30:00;2.59;48.831;77169;77;Émerainville;CA Paris - Vallée de la Marne;France;2024-07-18 19:40:00+02:00;2024-07-18;19:40:00;2.879;48.859;77521;77;Villiers-sur-Morin;CA Coulommiers Pays de Brie;France;1;C;26464;16;NON
527660;31283806;1278ae49-c61d-4b13-bc9a-8c4eba149c16;2024-07-18 07:40:00+02:00;2024-07-18;07:40:00;4.208;49.35;51299;51;Isles-sur-Suippe;CU du Grand Reims;France;2024-07-18 07:50:00+02:00;2024-07-18;07:50:00;4.076;49.242;51454;51;Reims;CU du Grand Reims;France;1;C;18755;15;NON
544022;31296190;1553a416-dd80-4b90-8ff8-2bb26cf41e64;2024-07-18 17:10:00+02:00;2024-07-18;17:10:00;-0.693;47.836;53062;53;Château-Gontier-sur-Mayenne;CC du Pays de Château-Gontier;France;2024-07-18 17:30:00+02:00;2024-07-18;17:30:00;-0.719;47.999;53094;53;Entrammes;CA Laval Agglomération;France;1;C;19299;19;NON
536512;31329441;c66fd629-f2ca-4705-9b06-601a20526c18;2024-07-18 12:40:00+02:00;2024-07-18;12:40:00;2.461;48.793;94028;94;Créteil;Métropole du Grand Paris;France;2024-07-18 13:10:00+02:00;2024-07-18;13:10:00;2.592;48.623;77296;77;Moissy-Cramayel;CA Grand Paris Sud Seine Essonne Sénart;France;1;C;27525;33;NON
527377;31271368;1763dcec-8634-4018-b415-2318686be3de;2024-07-18 07:40:00+02:00;2024-07-18;07:40:00;5.386;43.242;13208;13;Marseille;Métropole d'Aix-Marseille-Provence;France;2024-07-18 08:40:00+02:00;2024-07-18;08:40:00;5.903;43.123;83137;83;Toulon;Métropole Toulon-Provence-Méditerranée;France;1;C;57835;53;NON
539757;31334710;69a0e8b4-5c58-482e-9702-f5ed687d2f78;2024-07-18 15:50:00+02:00;2024-07-18;15:50:00;4.842;45.729;69387;69;Lyon;Métropole de Lyon;France;2024-07-18 16:30:00+02:00;2024-07-18;16:30:00;4.749;46.104;69019;69;Belleville-en-Beaujolais;CC Saône-Beaujolais;France;1;C;49272;41;NON
552503;31306360;931e19e8-15ca-4e5f-9dcc-c97da2a3fed0;2024-07-18 20:40:00+02:00;2024-07-18;20:40:00;1.628;43.452;31048;31;Baziège;CA du Sicoval;France;2024-07-18 21:10:00+02:00;2024-07-18;21:10:00;1.453;43.641;31555;31;Toulouse;Toulouse Métropole;France;1;C;30743;30;NON
532900;31276875;006110c3-5346-4144-85e4-4ea72224f97a;2024-07-18 08:30:00+02:00;2024-07-18;08:30:00;2.329;48.757;94034;94;Fresnes;Métropole du Grand Paris;France;2024-07-18 08:50:00+02:00;2024-07-18;08:50:00;2.325;48.817;92049;92;Montrouge;Métropole du Grand Paris;France;1;C;7796;13;NON
544983;31298306;fe3e9e33-b1c2-4e90-9c45-4e6be2ce6892;2024-07-18 17:20:00+02:00;2024-07-18;17:20:00;7.119;43.645;06161;06;Villeneuve-Loubet;CA de Sophia Antipolis;France;2024-07-18 17:40:00+02:00;2024-07-18;17:40:00;7.121;43.58;06004;06;Antibes;CA de Sophia Antipolis;France;1;C;8352;13;NON
543199;31295677;19d00338-fe75-4999-9d21-1647d3031a76;2024-07-18 17:00:00+02:00;2024-07-18;17:00:00;7.334;48.073;68066;68;Colmar;CA Colmar Agglomération;France;2024-07-18 17:30:00+02:00;2024-07-18;17:30:00;7.171;48.15;68175;68;Lapoutroie;CC de la Vallée de Kaysersberg;France;1;C;19500;25;NON
544660;31297981;0aea3332-d368-4ea8-addb-403c3816f66e;2024-07-18 17:20:00+02:00;2024-07-18;17:20:00;4.991;45.829;01043;01;Beynost;CC de Miribel et du Plateau;France;2024-07-18 17:30:00+02:00;2024-07-18;17:30:00;4.909;45.788;69256;69;Vaulx-en-Velin;Métropole de Lyon;France;1;C;9997;10;NON
532288;31317746;d2845bb6-1a7c-4f63-9242-9e694bea0b5b;2024-07-18 08:20:00+02:00;2024-07-18;08:20:00;-1.013;46.869;85109;85;Les Herbiers;CC du Pays des Herbiers;France;2024-07-18 08:30:00+02:00;2024-07-18;08:30:00;-0.928;46.889;85082;85;Les Epesses;CC du Pays des Herbiers;France;1;C;11025;12;NON
545156;31303404;439f1f2a-dce4-4c4c-8ada-f6212b1cba97;2024-07-18 17:20:00+02:00;2024-07-18;17:20:00;1.65;48.774;78263;78;Gambais;CC Cœur d'Yvelines;France;2024-07-18 17:40:00+02:00;2024-07-18;17:40:00;1.452;48.862;28007;28;Anet;CA Agglo du Pays de Dreux;France;1;C;21835;29;NON
537521;31330816;f4465b64-4b97-4bd4-821b-b3f874c9339f;2024-07-18 13:30:00+02:00;2024-07-18;13:30:00;55.53;-21.263;97422;974;Le Tampon;CA du Sud;France;2024-07-18 13:40:00+02:00;2024-07-18;13:40:00;55.486;-21.325;97416;974;Saint-Pierre;CA CIVIS (Communauté Intercommunale des Villes Solidaires);France;1;C;9922;10;NON
536913;31330249;d1737a98-d567-4011-8e0f-2c27e3b0da26;2024-07-18 13:00:00+02:00;2024-07-18;13:00:00;2.377;48.873;75119;75;Paris;Métropole du Grand Paris;France;2024-07-18 13:10:00+02:00;2024-07-18;13:10:00;2.405;48.924;93027;93;La Courneuve;Métropole du Grand Paris;France;1;C;8239;15;NON
544217;31337474;f66ebd7d-3747-499e-94d1-6bb50ceb5881;2024-07-18 17:10:00+02:00;2024-07-18;17:10:00;1.368;43.654;31069;31;Blagnac;Toulouse Métropole;France;2024-07-18 17:30:00+02:00;2024-07-18;17:30:00;1.471;43.571;31555;31;Toulouse;Toulouse Métropole;France;1;C;18578;22;NON
549217;31302330;08d623d3-1797-4b7f-8bb0-456d19eb3734;2024-07-18 18:20:00+02:00;2024-07-18;18:20:00;1.317;43.687;31032;31;Aussonne;Toulouse Métropole;France;2024-07-18 18:40:00+02:00;2024-07-18;18:40:00;1.379;43.565;31555;31;Toulouse;Toulouse Métropole;France;1;C;20395;25;NON
521546;31265465;c8ce6909-0394-4141-8de0-be19b14e1b33;2024-07-18 05:40:00+02:00;2024-07-18;05:40:00;2.464;48.748;94074;94;Valenton;Métropole du Grand Paris;France;2024-07-18 06:10:00+02:00;2024-07-18;06:10:00;2.414;48.847;75120;75;Paris;Métropole du Grand Paris;France;1;C;17753;21;NON
542647;31295111;8e20cdc7-d896-422f-8560-1dc3dfed1940;2024-07-18 17:00:00+02:00;2024-07-18;17:00:00;7.41;43.73;99138;;;;MONACO;2024-07-18 17:30:00+02:00;2024-07-18;17:30:00;7.278;43.702;06088;06;Nice;Métropole Nice Côte d'Azur;France;1;C;18779;22;NON
523628;31267949;6b8874d4-2885-4f03-a6bb-05f44c1b9bd4;2024-07-18 07:00:00+02:00;2024-07-18;07:00:00;-0.074;49.071;14431;14;Mézidon Vallée d'Auge;CA Lisieux Normandie;France;2024-07-18 07:30:00+02:00;2024-07-18;07:30:00;-0.318;49.168;14437;14;Mondeville;CU Caen la Mer;France;1;C;21948;27;NON
548645;31300118;1cd4ac36-720f-421f-aa32-00acb651ee51;2024-07-18 18:10:00+02:00;2024-07-18;18:10:00;7.059;43.622;06018;06;Biot;CA de Sophia Antipolis;France;2024-07-18 18:30:00+02:00;2024-07-18;18:30:00;7.228;43.677;06088;06;Nice;Métropole Nice Côte d'Azur;France;1;C;20479;21;NON
537284;31289750;392023af-ea87-4296-be33-c302baf753f1;2024-07-18 13:20:00+02:00;2024-07-18;13:20:00;6.633;45.958;74256;74;Sallanches;CC Pays du Mont-Blanc;France;2024-07-18 13:30:00+02:00;2024-07-18;13:30:00;6.581;46.055;74081;74;Cluses;CC Cluses-Arve et Montagnes;France;1;C;13186;12;NON
530148;31278990;c7abb220-273f-4a3b-b0db-d15c4d8e946c;2024-07-18 08:00:00+02:00;2024-07-18;08:00:00;-0.351;49.167;14118;14;Caen;CU Caen la Mer;France;2024-07-18 08:30:00+02:00;2024-07-18;08:30:00;-0.641;49.081;14752;14;Villers-Bocage;CC Pré-Bocage Intercom;France;1;C;29838;23;NON
537359;31281971;3d42f947-697b-4e89-ba2b-7943bca8805b;2024-07-18 13:30:00+02:00;2024-07-18;13:30:00;6.246;48.686;54495;54;Saulxures-lès-Nancy;Métropole du Grand Nancy;France;2024-07-18 14:00:00+02:00;2024-07-18;14:00:00;6.142;48.703;54395;54;Nancy;Métropole du Grand Nancy;France;1;C;11595;23;NON
539451;31286380;93d77630-7935-43e7-b85f-eff8c9ec4674;2024-07-18 15:40:00+02:00;2024-07-18;15:40:00;2.903;48.951;77284;77;Meaux;CA du Pays de Meaux;France;2024-07-18 15:50:00+02:00;2024-07-18;15:50:00;2.928;48.957;77284;77;Meaux;CA du Pays de Meaux;France;1;C;2680;5;NON
540909;31294038;63d0e357-6552-4c13-823b-a1021fff535d;2024-07-18 16:30:00+02:00;2024-07-18;16:30:00;2.113;49.421;60057;60;Beauvais;CA du Beauvaisis;France;2024-07-18 16:40:00+02:00;2024-07-18;16:40:00;2.249;49.404;60103;60;Bresles;CA du Beauvaisis;France;1;C;13118;15;NON
525533;31274602;be733069-3941-44bd-a264-dff904c69e7f;2024-07-18 07:20:00+02:00;2024-07-18;07:20:00;1.607;50.732;62160;62;Boulogne-sur-Mer;CA du Boulonnais;France;2024-07-18 07:50:00+02:00;2024-07-18;07:50:00;1.68;50.507;62318;62;Étaples;CA des Deux Baies en Montreuillois;France;1;C;31043;25;NON
527775;31315687;8b2d0be1-1200-4b0b-8767-5dc9d68679f7;2024-07-18 07:40:00+02:00;2024-07-18;07:40:00;-2.147;47.182;44182;44;Saint-Michel-Chef-Chef;CA Pornic Agglo Pays de Retz;France;2024-07-18 07:50:00+02:00;2024-07-18;07:50:00;-2.172;47.312;44103;44;Montoir-de-Bretagne;CA de la Région Nazairienne et de l'Estuaire (CARENE);France;1;C;15443;16;NON
533356;31277018;19212ff6-a9fd-40db-aac3-e2e5de9a2bbc;2024-07-18 08:40:00+02:00;2024-07-18;08:40:00;7.282;43.702;06088;06;Nice;Métropole Nice Côte d'Azur;France;2024-07-18 09:00:00+02:00;2024-07-18;09:00:00;7.121;43.646;06161;06;Villeneuve-Loubet;CA de Sophia Antipolis;France;1;C;16711;22;NON
547592;31311088;bddc4006-f393-4bfc-bbf7-24d054a1d529;2024-07-18 17:50:00+02:00;2024-07-18;17:50:00;-4.5;48.386;29019;29;Brest;Brest Métropole;France;2024-07-18 18:10:00+02:00;2024-07-18;18:10:00;-4.411;48.442;29075;29;Guipavas;Brest Métropole;France;1;A;12348;20;NON
536148;31280275;bd6e823d-c2cd-49af-963c-c74a4ef25740;2024-07-18 12:30:00+02:00;2024-07-18;12:30:00;2.332;48.794;94016;94;Cachan;Métropole du Grand Paris;France;2024-07-18 12:40:00+02:00;2024-07-18;12:40:00;2.343;48.795;94016;94;Cachan;Métropole du Grand Paris;France;1;C;2168;6;NON
551871;31344386;835e0f41-3659-4012-943a-a6d34a40c65e;2024-07-18 20:00:00+02:00;2024-07-18;20:00:00;2.546;48.99;93073;93;Tremblay-en-France;Métropole du Grand Paris;France;2024-07-18 20:20:00+02:00;2024-07-18;20:20:00;2.412;48.992;95019;95;Arnouville;CA Roissy Pays de France;France;1;C;14101;19;NON
541744;31336139;74c71f2e-47af-4898-9019-4b8c1571bd34;2024-07-18 16:40:00+02:00;2024-07-18;16:40:00;6.512;46.389;74218;74;Publier;CC Pays d'Évian Vallée d'Abondance;France;2024-07-18 16:40:00+02:00;2024-07-18;16:40:00;6.49;46.373;74281;74;Thonon-les-Bains;CA Thonon Agglomération;France;1;C;3362;8;NON
542478;31310987;72e01c39-55a1-4e1c-8b38-4834de66acdc;2024-07-18 17:00:00+02:00;2024-07-18;17:00:00;5.884;45.266;38140;38;Crolles;CC Le Grésivaudan;France;2024-07-18 17:30:00+02:00;2024-07-18;17:30:00;5.953;45.304;38501;38;Tencin;CC Le Grésivaudan;France;1;C;18024;31;NON
533435;31277098;eed78d2c-d105-4ec2-8fd9-843616e3532a;2024-07-18 08:40:00+02:00;2024-07-18;08:40:00;1.43;43.747;31136;31;Cépet;CC du Frontonnais;France;2024-07-18 09:00:00+02:00;2024-07-18;09:00:00;1.513;43.676;31117;31;Castelmaurou;CC des Coteaux Bellevue;France;1;C;13678;20;NON
528058;31271531;76dbf112-af42-4adb-9097-3ae410781be7;2024-07-18 07:50:00+02:00;2024-07-18;07:50:00;-1.752;46.515;85194;85;Les Sables-d'Olonne;CA Les Sables d'Olonne Agglomération;France;2024-07-18 08:20:00+02:00;2024-07-18;08:20:00;-1.432;46.67;85191;85;La Roche-sur-Yon;CA La Roche-sur-Yon Agglomération;France;1;C;32823;32;NON
532606;31276575;f6b1a0d1-2078-427c-a848-bece7fbf1788;2024-07-18 08:30:00+02:00;2024-07-18;08:30:00;-1.264;48.949;50228;50;Hambye;CC Coutances Mer et Bocage;France;2024-07-18 09:00:00+02:00;2024-07-18;09:00:00;-1.106;49.101;50502;50;Saint-Lô;CA Saint-Lô Agglo;France;1;C;23646;27;NON
521976;31267008;ec154cee-0e16-45c8-a58e-4899c2874971;2024-07-18 06:00:00+02:00;2024-07-18;06:00:00;2.794;49.142;60446;60;Nanteuil-le-Haudouin;CC du Pays de Valois;France;2024-07-18 06:40:00+02:00;2024-07-18;06:40:00;2.454;48.907;93008;93;Bobigny;Métropole du Grand Paris;France;1;C;40828;35;NON
523917;31268256;ab913b16-f972-4ebe-aa08-a2a631a6b74f;2024-07-18 07:00:00+02:00;2024-07-18;07:00:00;-0.948;47.85;53084;53;Craon;CC du Pays de Craon;France;2024-07-18 07:30:00+02:00;2024-07-18;07:30:00;-0.788;48.059;53130;53;Laval;CA Laval Agglomération;France;1;C;29059;29;NON
540255;31292228;4fef992f-ec2f-40be-bf7c-cbb0abab2f1c;2024-07-18 16:10:00+02:00;2024-07-18;16:10:00;-1.49;43.499;64102;64;Bayonne;CA du Pays Basque;France;2024-07-18 16:30:00+02:00;2024-07-18;16:30:00;-1.381;43.543;40273;40;Saint-Martin-de-Seignanx;CC du Seignanx;France;1;C;12465;19;NON
545270;31337876;33237683-9cc4-46bd-8c13-37a0592ddb9d;2024-07-18 17:20:00+02:00;2024-07-18;17:20:00;1.087;49.427;76540;76;Rouen;Métropole Rouen Normandie;France;2024-07-18 17:50:00+02:00;2024-07-18;17:50:00;1.253;49.512;76453;76;Morgny-la-Pommeraye;CC Inter-Caux-Vexin;France;1;C;21088;25;NON
534853;31274029;e0af3d7b-a4a4-4bd8-a91f-afd1616fffbb;2024-07-18 10:30:00+02:00;2024-07-18;10:30:00;7.489;48.389;67557;67;Zellwiller;CC du Pays de Barr;France;2024-07-18 10:40:00+02:00;2024-07-18;10:40:00;7.488;48.504;67411;67;Rosheim;CC des Portes de Rosheim;France;1;C;16304;13;NON
548798;31300280;7dd0fd68-4ef3-4bdf-891a-c46ba1c929fc;2024-07-18 18:10:00+02:00;2024-07-18;18:10:00;3.865;43.76;34276;34;Saint-Mathieu-de-Tréviers;CC du Grand Pic Saint-Loup;France;2024-07-18 18:30:00+02:00;2024-07-18;18:30:00;3.855;43.675;34169;34;Montferrier-sur-Lez;Montpellier Méditerranée Métropole;France;1;C;11431;14;NON
538376;31331927;111f2315-3e3d-4b27-ae96-8aa6f4944b61;2024-07-18 14:20:00+02:00;2024-07-18;14:20:00;2.289;48.853;75115;75;Paris;Métropole du Grand Paris;France;2024-07-18 14:50:00+02:00;2024-07-18;14:50:00;2.336;49.027;95199;95;Domont;CA Plaine Vallée;France;1;C;29949;32;NON
534795;31280711;4200ff7b-0e5a-47fd-906b-2448380babb2;2024-07-18 10:20:00+02:00;2024-07-18;10:20:00;-0.538;47.451;49007;49;Angers;CU Angers Loire Métropole;France;2024-07-18 10:40:00+02:00;2024-07-18;10:40:00;-0.446;47.353;49050;49;Brissac Loire Aubance;CC Loire Layon Aubance;France;1;C;16246;18;NON
533340;31277002;0b9cde16-e5ff-4773-8565-37cf185e4164;2024-07-18 08:40:00+02:00;2024-07-18;08:40:00;-1.19;47.009;85039;85;La Bruffière;CA Terres de Montaigu;France;2024-07-18 09:10:00+02:00;2024-07-18;09:10:00;-1.403;46.866;85197;85;Montréverd;CA Terres de Montaigu;France;1;C;28225;33;NON
527551;31275075;f183e097-acdd-4ac7-a055-956c39123d97;2024-07-18 07:40:00+02:00;2024-07-18;07:40:00;6.069;48.833;54157;54;Dieulouard;CC du Bassin de Pont-à-Mousson;France;2024-07-18 08:20:00+02:00;2024-07-18;08:20:00;6.182;49.087;57463;57;Metz;Metz Métropole;France;1;C;34975;36;NON
546074;31301814;3feb7c3a-9e74-412f-84e3-6e548e5d88fe;2024-07-18 17:30:00+02:00;2024-07-18;17:30:00;6.279;46.207;74305;74;Ville-la-Grand;CA Annemasse-Les Voirons-Agglomération;France;2024-07-18 18:10:00+02:00;2024-07-18;18:10:00;6.123;45.922;74010;74;Annecy;CA du Grand Annecy;France;1;A;46898;38;NON
531210;31317278;bca5af44-664b-428e-891b-a901772141e2;2024-07-18 08:10:00+02:00;2024-07-18;08:10:00;1.909;47.905;45234;45;Orléans;Orléans Métropole;France;2024-07-18 09:10:00+02:00;2024-07-18;09:10:00;2.208;48.292;45310;45;Sermaises;CC du Pithiverais;France;1;C;71039;61;NON
523807;31268142;f4152f36-4e10-4d5c-b972-e0334eb1046d;2024-07-18 07:00:00+02:00;2024-07-18;07:00:00;1.788;48.948;78402;78;Mézières-sur-Seine;CU Grand Paris Seine et Oise;France;2024-07-18 07:40:00+02:00;2024-07-18;07:40:00;2.243;48.833;92012;92;Boulogne-Billancourt;Métropole du Grand Paris;France;1;C;43545;39;NON
547067;31339098;40893872-c5c2-4f48-a1e8-0b63c84e583c;2024-07-18 17:40:00+02:00;2024-07-18;17:40:00;2.415;48.598;91340;91;Lisses;CA Grand Paris Sud Seine Essonne Sénart;France;2024-07-18 19:00:00+02:00;2024-07-18;19:00:00;2.549;48.52;77378;77;Pringy;CA Melun Val de Seine;France;1;C;15711;77;NON
530665;31272848;dc6c14ff-44f9-4474-affa-9815fa105aa0;2024-07-18 08:10:00+02:00;2024-07-18;08:10:00;-0.63;48.265;53162;53;Moulay;CC Mayenne Communauté;France;2024-07-18 08:30:00+02:00;2024-07-18;08:30:00;-0.755;48.062;53130;53;Laval;CA Laval Agglomération;France;1;C;26019;24;NON
544529;31311005;4c97bbd4-4120-41c4-a4a6-88e8a0e6b0cd;2024-07-18 17:20:00+02:00;2024-07-18;17:20:00;5.283;45.848;01390;01;Saint-Vulbas;CC de la Plaine de l'Ain;France;2024-07-18 17:40:00+02:00;2024-07-18;17:40:00;5.341;45.957;01004;01;Ambérieu-en-Bugey;CC de la Plaine de l'Ain;France;1;C;15339;18;NON
519474;31253173;39c50aa1-5836-487d-a9a2-810816f4d3c4;2024-07-18 00:00:00+02:00;2024-07-18;00:00:00;2.709;48.581;77410;77;Saint-Germain-Laxis;CA Melun Val de Seine;France;2024-07-18 00:20:00+02:00;2024-07-18;00:20:00;2.89;48.444;77480;77;Valence-en-Brie;CC Brie des Rivières et Châteaux;France;1;C;33251;21;NON
530517;31272699;239033df-2360-40b1-8374-7d307228c685;2024-07-18 08:10:00+02:00;2024-07-18;08:10:00;-0.487;48.912;14162;14;Clécy;CC Cingal-Suisse Normande;France;2024-07-18 08:50:00+02:00;2024-07-18;08:50:00;-0.345;49.156;14341;14;Ifs;CU Caen la Mer;France;1;C;38312;41;NON
521545;31265464;2742f574-e822-4ec0-b49f-523f2172975d;2024-07-18 05:40:00+02:00;2024-07-18;05:40:00;1.358;44.022;82121;82;Montauban;CA Grand Montauban;France;2024-07-18 06:00:00+02:00;2024-07-18;06:00:00;1.31;43.918;82079;82;Labastide-Saint-Pierre;CC Grand Sud Tarn et Garonne;France;1;C;14265;15;NON
543015;31295491;35ac24ba-64ab-4158-8dfd-9e9efeb613dc;2024-07-18 17:00:00+02:00;2024-07-18;17:00:00;2.313;48.732;92002;92;Antony;Métropole du Grand Paris;France;2024-07-18 17:40:00+02:00;2024-07-18;17:40:00;1.949;48.765;78208;78;Élancourt;CA de Saint-Quentin-en-Yvelines;France;1;C;34896;35;NON
534374;31319805;fb1f35aa-a33c-48ec-983b-4c1840063725;2024-07-18 09:20:00+02:00;2024-07-18;09:20:00;2.369;49.126;95652;95;Viarmes;CC Carnelle Pays-de-France;France;2024-07-18 09:30:00+02:00;2024-07-18;09:30:00;2.427;49.069;95365;95;Mareil-en-France;CC Carnelle Pays-de-France;France;1;C;10687;14;NON
536644;31284624;0b718983-d88a-45da-bce9-34262bbdcca3;2024-07-18 12:50:00+02:00;2024-07-18;12:50:00;2.343;50.967;59016;59;Armbouts-Cappel;CU de Dunkerque;France;2024-07-18 13:20:00+02:00;2024-07-18;13:20:00;2.165;50.999;59273;59;Gravelines;CU de Dunkerque;France;1;C;19056;24;NON
550725;31303152;61f39f5f-021b-4b9b-8429-7c6a73ffb014;2024-07-18 19:10:00+02:00;2024-07-18;19:10:00;1.923;48.998;78440;78;Les Mureaux;CU Grand Paris Seine et Oise;France;2024-07-18 20:00:00+02:00;2024-07-18;20:00:00;2.177;48.676;91692;91;Les Ulis;CA Communauté Paris-Saclay;France;1;C;54294;54;NON
524702;31268859;62dd7d11-950a-42ce-8964-3608fcf167d9;2024-07-18 07:10:00+02:00;2024-07-18;07:10:00;3.686;43.476;34213;34;Poussan;CA Sète Agglopôle Méditerranée;France;2024-07-18 07:40:00+02:00;2024-07-18;07:40:00;3.917;43.618;34172;34;Montpellier;Montpellier Méditerranée Métropole;France;1;C;29074;26;NON
535118;31323637;cae33032-b9fa-4ba8-814f-1c1f635a59cd;2024-07-18 11:00:00+02:00;2024-07-18;11:00:00;2.435;48.815;94046;94;Maisons-Alfort;Métropole du Grand Paris;France;2024-07-18 11:10:00+02:00;2024-07-18;11:10:00;2.432;48.797;94046;94;Maisons-Alfort;Métropole du Grand Paris;France;1;C;3178;7;NON
534779;31273893;5ddee1fa-8784-441c-b7a3-928694189a06;2024-07-18 10:20:00+02:00;2024-07-18;10:20:00;0.073;47.702;72175;72;Luché-Pringé;CC Sud Sarthe;France;2024-07-18 10:40:00+02:00;2024-07-18;10:40:00;-0.074;47.695;72154;72;La Flèche;CC du Pays Fléchois;France;1;C;14611;15;NON
539723;31296984;6e084b20-2c06-46dd-bdcf-fabb2b49f682;2024-07-18 15:50:00+02:00;2024-07-18;15:50:00;3.086;50.602;59507;59;Ronchin;Métropole Européenne de Lille;France;2024-07-18 16:10:00+02:00;2024-07-18;16:10:00;3.053;50.627;59350;59;Lille;Métropole Européenne de Lille;France;1;C;4611;14;NON
523091;31313829;a23bd37e-c376-4219-820e-1c6393c897ad;2024-07-18 06:40:00+02:00;2024-07-18;06:40:00;2.263;48.728;91377;91;Massy;CA Communauté Paris-Saclay;France;2024-07-18 07:30:00+02:00;2024-07-18;07:30:00;2.759;48.872;77307;77;Montévrain;CA Marne et Gondoire;France;1;C;56437;51;NON
548041;31299850;79658868-2ae4-4f17-9c1b-aa6c9ae8bcc1;2024-07-18 18:00:00+02:00;2024-07-18;18:00:00;5.748;45.152;38158;38;Eybens;Grenoble-Alpes-Métropole;France;2024-07-18 18:50:00+02:00;2024-07-18;18:50:00;5.955;45.558;73213;73;La Ravoire;CA du Grand Chambéry;France;1;B;56253;41;NON
540342;31335025;0817a3dc-173f-4798-8295-d012edca8f2d;2024-07-18 16:10:00+02:00;2024-07-18;16:10:00;55.251;-21.041;97415;974;Saint-Paul;CA Territoire de la Côte Ouest (TCO);France;2024-07-18 16:50:00+02:00;2024-07-18;16:50:00;55.433;-20.928;97411;974;Saint-Denis;CA Intercommunale du Nord de la Réunion (CINOR);France;1;C;43858;42;NON
532768;31276737;319350fa-6331-4374-98b1-779b5a677425;2024-07-18 08:30:00+02:00;2024-07-18;08:30:00;6.926;43.656;06069;06;Grasse;CA du Pays de Grasse;France;2024-07-18 08:50:00+02:00;2024-07-18;08:50:00;6.976;43.696;06010;06;Le Bar-sur-Loup;CA de Sophia Antipolis;France;1;C;7964;12;NON
552962;31347536;7c2c9160-a610-4a52-a459-cc562e0bcb38;2024-07-18 21:00:00+02:00;2024-07-18;21:00:00;-2.68;42.86;99134;;;;ESPAGNE;2024-07-18 22:10:00+02:00;2024-07-18;22:10:00;-2.07;43.13;99134;;;;ESPAGNE;1;C;87563;63;NON
525048;31270169;acc0cb98-ac57-45a8-b07a-8d1b1b196cab;2024-07-18 07:20:00+02:00;2024-07-18;07:20:00;2.848;49.812;80621;80;Hypercourt;CC Terre de Picardie;France;2024-07-18 07:30:00+02:00;2024-07-18;07:30:00;2.766;49.823;80481;80;Lihons;CC Terre de Picardie;France;1;C;6582;9;NON
525577;31274647;4cce67fd-e247-46b6-8b04-dcc6cf495d48;2024-07-18 07:20:00+02:00;2024-07-18;07:20:00;2.321;48.787;94016;94;Cachan;Métropole du Grand Paris;France;2024-07-18 07:50:00+02:00;2024-07-18;07:50:00;1.965;48.792;78208;78;Élancourt;CA de Saint-Quentin-en-Yvelines;France;1;C;29012;29;NON
533437;31277100;3fab3bfa-bb51-47c5-9e68-91e221519b4a;2024-07-18 08:40:00+02:00;2024-07-18;08:40:00;2.451;48.566;91386;91;Mennecy;CC du Val d'Essonne (CCVE);France;2024-07-18 08:50:00+02:00;2024-07-18;08:50:00;2.417;48.555;91386;91;Mennecy;CC du Val d'Essonne (CCVE);France;1;C;3168;5;NON
550138;31341166;55ae6e3b-390f-4fdf-81ce-4bcd5bdbc673;2024-07-18 18:40:00+02:00;2024-07-18;18:40:00;2.277;48.665;91665;91;La Ville-du-Bois;CA Communauté Paris-Saclay;France;2024-07-18 18:50:00+02:00;2024-07-18;18:50:00;2.302;48.679;91345;91;Longjumeau;CA Communauté Paris-Saclay;France;1;C;3340;6;NON
